0	1837.96
1	1879.18
2	1879.18
3	680.743
4	611.405
5	632.245
6	1906.13
7	472.847
8	695.231
9	678.711
10	443.494
11	653.085
12	368.159
13	2002.8
14	272.123
15	384.412
16	2228.44
17	449.662
18	343.727
19	305.585
20	429.191
21	673.925
22	774.883
23	394.989
24	326.668
25	288.012
26	295.972
27	395.464
28	753.903
29	289.841
30	285.397
31	247.99
32	410.432
33	905.351
34	290.169
35	269.518
36	290.331
37	378.234
38	604.889
39	354.853
40	248.402
41	247.129
42	1022.91
43	367.143
44	326.516
45	262.726
46	381.155
47	333.034
48	348.736
49	223.42
50	250.833
51	229.42
52	306.131
53	349.445
54	263.133
55	403.861
56	2454.08
57	227.964
58	352.678
59	265.03
60	355.566
61	694.765
62	485.751
63	368.038
64	322.747
65	327.733
66	360.311
67	523.215
68	492.678
69	230.024
70	220.789
71	241.514
72	278.056
73	319.003
74	365.143
75	259.321
76	298.568
77	230.842
78	234.81
79	239.296
80	255.059
81	243.234
82	404.666
83	277.832
84	353.271
85	237.658
86	2325.04
87	398.048
88	349.399
89	296.487
90	273.31
91	273.361
92	361.023
93	388.845
94	280.299
95	342.968
96	335.292
97	285.028
98	271.336
99	544.824
100	280.803
101	225.707
102	413.042
103	837.314
104	259.744
105	285.494
106	326.347
107	255.654
108	304.923
109	258.023
110	266.186
111	295.105
112	376.322
113	306.437
114	265.457
115	268.117
116	282.745
117	283.09
118	249.487
119	327.683
120	257.731
121	246.911
122	302.231
123	347.582
124	247.555
125	288.827
126	283.578
127	236.29
128	235.591
129	248.844
130	251.483
131	236.508
132	246.553
133	403.681
134	432.911
135	322.013
136	1546.15
137	257.102
138	262.68
139	270.768
140	224.933
141	268.893
142	426.604
143	346.458
144	348.945
145	251.575
146	2421.71
147	304.553
148	282.093
149	281.288
150	445.833
151	281.241
152	297.766
153	280.008
154	320.456
155	327.412
156	834.62
157	250.086
158	330.223
159	272.22
160	283.697
161	294.847
162	349.404
163	274.437
164	226.779
165	383.328
166	255.352
167	260.45
168	269.16
169	285.979
170	260.745
171	266.45
172	226.345
173	249.946
174	263.881
175	292.764
176	253.473
177	324.405
178	888.201
179	750.177
180	394.524
181	238.254
182	259.524
183	304.75
184	282.145
185	258.277
186	302.775
187	280.838
188	226.994
189	249.401
190	321.16
191	230.242
192	326.495
193	279.532
194	715.605
195	243.208
196	285.846
197	259.153
198	257.933
199	243.405
200	235.466
201	265.065
202	264.242
203	226.127
204	317.57
205	260.342
206	475.302
207	234.341
208	232.336
209	391.318
210	331.314
211	273.417
212	411.87
213	283.469
214	366.77
215	292.905
216	255.181
217	283.876
218	224.29
219	510.614
220	292.701
221	285.923
222	221.638
223	380.691
224	300.182
225	236.29
226	254.542
227	351.617
228	313.449
229	237.705
230	292.542
231	320.341
232	261.532
233	246.607
234	245.297
235	2518.38
236	236.631
237	277.034
238	320.292
239	278.45
240	247.191
241	269.87
242	347.988
243	318.596
244	278.12
245	252.219
246	343.574
247	235.21
248	328.492
249	379.418
250	388.571
251	297.546
252	230.29
253	354.977
254	280.178
255	225.707
256	218.591
257	266.52
258	264.5
259	286.832
260	242.319
261	889.114
262	225.707
263	593.745
264	302.165
265	314.187
266	484.83
267	242.75
268	238.597
269	318.325
270	278.4
271	228.898
272	287.772
273	406.858
274	243.179
275	349.741
276	612.699
277	280.453
278	248.406
279	256.463
280	324.057
281	226.789
282	564.867
283	259.765
284	273.417
285	327.741
286	280.967
287	306.927
288	284.54
289	299.933
290	340.673
291	300.745
292	243.004
293	427.622
294	271.945
295	228.032
296	782.422
297	288.435
298	308.219
299	228.51
300	295.88
301	445.823
302	244.474
303	301.65
304	231.263
305	231.374
306	230.227
307	321.801
308	338.335
309	227.944
310	271.686
311	280.937
312	632.033
313	559.542
314	225.707
315	290.547
316	280.556
317	227.643
318	269.575
319	366.926
320	324.735
321	322.785
322	298.372
323	234.606
324	330.612
325	334.994
326	239.064
327	409.484
328	294.9
329	286.316
330	218.591
331	242.462
332	250.342
333	332.423
334	405.664
335	219.154
336	460.006
337	276.713
338	226.789
339	287.933
340	316.291
341	222.699
342	238.44
343	244.967
344	245.607
345	279.495
346	292.684
347	234.028
348	286.063
349	251.244
350	263.424
351	357.88
352	388.862
353	328.23
354	234.6
355	297.417
356	297.109
357	219.154
358	222.215
359	214.789
360	448.327
361	348.349
362	221.336
363	238.789
364	359.378
365	336.604
366	396.182
367	279.882
368	312.14
369	224.859
370	390.897
371	2205.59
372	308.856
373	274.977
374	275.465
375	291.967
376	246.689
377	360.728
378	311.775
379	242.19
380	484.028
381	271.468
382	290.372
383	291.007
384	231.492
385	265.073
386	321.578
387	295.176
388	347.668
389	388.302
390	218.591
391	262.789
392	793.213
393	323.526
394	293.933
395	298.337
396	287.612
397	241.412
398	321.836
399	252.657
400	333.627
401	242.584
402	288.248
403	383.036
404	269.519
405	350.423
406	344.619
407	246.74
408	250.838
409	301.021
410	289.012
411	230.13
412	236.29
413	229.524
414	299.005
415	950.647
416	445.622
417	233.293
418	219.544
419	225.707
420	292.967
421	229.408
422	288.97
423	219.717
424	292.163
425	229.835
426	305.136
427	375.13
428	274.838
429	352.138
430	240.583
431	290.597
432	230.29
433	266.636
434	334.115
435	258.426
436	282.117
437	228.915
438	235.757
439	257.781
440	314.589
441	219.243
442	451.289
443	320.281
444	421.126
445	264.367
446	222.735
447	311.537
448	450.614
449	218.028
450	247.747
451	380.694
452	301.771
453	245.571
454	218.028
455	312.778
456	238.596
457	229.798
458	422.057
459	273.216
460	218.028
461	693.839
462	403.764
463	350.698
464	310.254
465	268.061
466	304.7
467	218.028
468	259.701
469	254.22
470	271.957
471	511.331
472	243.496
473	237.577
474	310.987
475	316.133
476	233.198
477	243.707
478	426.29
479	436.159
480	248.107
481	272.792
482	236.714
483	270.276
484	288.343
485	247.587
